"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","category"
"Hif1a",0.114410439983442,0.639619518584979,1,0.75,1,"Hif1a","Not Significant"
"Orai2",0.114440461103937,0.552796333738053,1,0.75,1,"Orai2","Not Significant"
"Hmgb1",0.114480826695025,-0.403224618396795,1,1,1,"Hmgb1","Not Significant"
"Blzf1",0.114901831530046,0.525894974064969,1,0.75,1,"Blzf1","Not Significant"
"Kcnq1ot1",0.114978942146092,-0.399434172135314,0.75,0.75,1,"Kcnq1ot1","Not Significant"
"Tmem248",0.115060138961898,0.638630399673963,1,0.75,1,"Tmem248","Not Significant"
"Gm5617",0.11506201952315,0.541046452088641,1,0.75,1,"Gm5617","Not Significant"
"Id1",0.115081997130233,0.445628066615763,0.75,0.75,1,"Id1","Not Significant"
"Smim20",0.115083563436519,0.742718130047884,1,0.75,1,"Smim20","Not Significant"
"Furin",0.11572950450299,-1.25761416592686,0.75,1,1,"Furin","Not Significant"
"Gtf3a",0.115887925990759,0.538317298905741,1,0.75,1,"Gtf3a","Not Significant"
"Erap1",0.115983175843533,0.540168847290342,1,0.75,1,"Erap1","Not Significant"
"Nop14",0.116071699815098,0.768788616079136,1,0.75,1,"Nop14","Not Significant"
"Arf4",0.116279056139615,0.82068348817251,1,0.75,1,"Arf4","Not Significant"
"Asl",0.1163785362594,0.436655516747785,0.75,0.75,1,"Asl","Not Significant"
"Rgs2",0.116500347624146,0.407223367910107,1,1,1,"Rgs2","Not Significant"
"Nono",0.116581357339133,0.599673989585722,1,0.75,1,"Nono","Not Significant"
"Gm26797",0.116630421718776,0.27036160554144,0.75,0.75,1,"Gm26797","Not Significant"
"Ube2q1",0.116659454544032,0.728249222463107,1,0.75,1,"Ube2q1","Not Significant"
"F5",0.11686453002504,0.70660038231071,1,0.75,1,"F5","Not Significant"
"Hip1",0.116942256571288,0.695868083135639,1,0.75,1,"Hip1","Not Significant"
"3110040N11Rik",0.116962221919184,0.705738727205954,1,0.75,1,"3110040N11Rik","Not Significant"
"Gpr162",0.117169899040438,0.313281294193769,0.75,0.75,1,"Gpr162","Not Significant"
"Ebf3",0.117239688468735,0.878705809026125,1,0.75,1,"Ebf3","Not Significant"
"Mgrn1",0.117909310440464,0.437200705290202,0.75,0.75,1,"Mgrn1","Not Significant"
"Ids",0.117949422742089,0.74893083199609,1,0.75,1,"Ids","Not Significant"
"Bscl2",0.117951676498022,0.686814673043828,1,0.75,1,"Bscl2","Not Significant"
"Gpalpp1",0.118038922903324,0.646041470095687,1,0.75,1,"Gpalpp1","Not Significant"
"Coro1c",0.118217794911504,0.527222388058763,1,0.75,1,"Coro1c","Not Significant"
"Thap7",0.118220664286802,0.535205578651113,1,0.75,1,"Thap7","Not Significant"
"Pip5k1c",0.118385949547608,0.53670509600464,1,0.75,1,"Pip5k1c","Not Significant"
"Fgd6",0.118494435108874,0.300783106146594,0.75,0.75,1,"Fgd6","Not Significant"
"Zkscan6",0.119094023381161,0.517421968066249,1,0.75,1,"Zkscan6","Not Significant"
"Kmo",0.11911755689859,0.369665573342882,0.75,0.75,1,"Kmo","Not Significant"
"Spg7",0.119121006529243,0.539185725883478,1,0.75,1,"Spg7","Not Significant"
"Plek",0.119197822423523,0.336136150169413,1,1,1,"Plek","Not Significant"
"Slco2b1",0.11928147484147,-1.57699588279681,1,1,1,"Slco2b1","Not Significant"
"Gbp10",0.119336744991532,0.661690229894134,1,0,1,"Gbp10","Not Significant"
"Rubcnl",0.119405746424612,0.542688382423437,1,0.75,1,"Rubcnl","Not Significant"
"Fyn",0.119426953908799,0.44008520808295,0.75,0.75,1,"Fyn","Not Significant"
"Fez2",0.119472938852946,0.828382296056306,1,0.75,1,"Fez2","Not Significant"
"Cdca4",0.119618644518942,0.710554462384678,1,0.75,1,"Cdca4","Not Significant"
"Il21r",0.119678549626982,0.472310971692867,0.75,0.75,1,"Il21r","Not Significant"
"Zc2hc1a",0.12005629807081,0.882724946509217,1,0.75,1,"Zc2hc1a","Not Significant"
"Atp5g2",0.120747393592288,-0.59439238412152,1,1,1,"Atp5g2","Not Significant"
"Tnfsf13",0.120927527820315,0.751804335664104,1,0.75,1,"Tnfsf13","Not Significant"
"Sowahc",0.121038990212439,0.800722380827246,1,0.75,1,"Sowahc","Not Significant"
"Srgap2",0.121097018560359,-0.646493954890385,1,1,1,"Srgap2","Not Significant"
"Uchl5",0.121480262760598,0.54438512167126,1,0.75,1,"Uchl5","Not Significant"
"Lag3",0.121510994539065,0.347160116006228,0.75,0.75,1,"Lag3","Not Significant"
"Rab29",0.121648961938203,0.545522034492524,1,0.75,1,"Rab29","Not Significant"
"Hipk2",0.121822107088488,0.71345064701612,1,0.75,1,"Hipk2","Not Significant"
"Npm3",0.121855549386712,0.531608794109004,1,0.75,1,"Npm3","Not Significant"
"Casp9",0.12205385930789,0.533130556214111,1,0.75,1,"Casp9","Not Significant"
"Tfg",0.122254699677606,0.632942522319195,1,0.75,1,"Tfg","Not Significant"
"Stk19",0.122308336240088,0.529259236064318,1,0.75,1,"Stk19","Not Significant"
"Bloc1s6",0.122395813070933,0.425034680425482,0.75,0.75,1,"Bloc1s6","Not Significant"
"Cwf19l2",0.122418707101787,0.83725321480316,1,0.75,1,"Cwf19l2","Not Significant"
"Wdr41",0.122819598719697,0.425904460475581,0.75,0.75,1,"Wdr41","Not Significant"
"Cox7b",0.122948587102169,-0.06737800736825,1,0.75,1,"Cox7b","Not Significant"
"Psma7",0.12312381588237,0.78625661628623,1,0.75,1,"Psma7","Not Significant"
"Sgta",0.123204441781378,0.530838069714627,1,0.75,1,"Sgta","Not Significant"
"Hsp90aa1",0.123251525788792,-0.409712563352892,1,1,1,"Hsp90aa1","Not Significant"
"Bfar",0.123397088963835,0.698269554760123,1,0.75,1,"Bfar","Not Significant"
"Pgf",0.123446632198205,0.213167953786111,0.75,0.5,1,"Pgf","Not Significant"
"F830016B08Rik",0.123641879749236,0.346553916888637,0.75,0.75,1,"F830016B08Rik","Not Significant"
"Cenpb",0.123681150533069,1.10108196083802,1,0.75,1,"Cenpb","Not Significant"
"Klk1",0.123708035866614,0.206439470515557,0.75,0.25,1,"Klk1","Not Significant"
"Sys1",0.12383886856742,0.854184001961127,1,0.75,1,"Sys1","Not Significant"
"Csk",0.124036155278589,0.587362438000409,1,0.75,1,"Csk","Not Significant"
"Ubr3",0.124090087907811,0.788557527795667,1,0.75,1,"Ubr3","Not Significant"
"Itgb2",0.124161446147226,-0.0942528055100296,1,1,1,"Itgb2","Not Significant"
"Alkbh7",0.124378768735981,0.388257197009626,0.75,0.75,1,"Alkbh7","Not Significant"
"Eif1ad",0.124474837834421,0.626736622377648,1,0.75,1,"Eif1ad","Not Significant"
"Rpe",0.124648330957714,0.800406850584738,1,0.75,1,"Rpe","Not Significant"
"Cox18",0.124702055512603,0.359463586788435,0.75,0.75,1,"Cox18","Not Significant"
"Csnk1g1",0.124795188288574,0.802126229709494,1,0.75,1,"Csnk1g1","Not Significant"
"Minpp1",0.125107253440061,0.538424783895943,1,0.75,1,"Minpp1","Not Significant"
"Pot1b",0.125113313528244,-1.17992324743921,1,1,1,"Pot1b","Not Significant"
"Iah1",0.125118188335738,0.622229644908379,1,0.75,1,"Iah1","Not Significant"
"Hspa2",0.125197998163334,0.512019602655143,1,0.75,1,"Hspa2","Not Significant"
"Ube2g2",0.1252314843948,0.674205871222246,1,0.75,1,"Ube2g2","Not Significant"
"Traf5",0.125237029078879,0.535163661760383,1,0.75,1,"Traf5","Not Significant"
"Bag6",0.125246174097897,0.5336741546662,1,0.75,1,"Bag6","Not Significant"
"B230219D22Rik",0.125332048979525,-1.06914424652469,1,1,1,"B230219D22Rik","Not Significant"
"Ndufa13",0.125444687527716,-0.314161251970089,1,1,1,"Ndufa13","Not Significant"
"S100a10",0.125508380639121,1.02373011465318,1,0.75,1,"S100a10","Not Significant"
"Inpp5b",0.125591514307189,0.369741459831064,0.75,0.75,1,"Inpp5b","Not Significant"
"Pnrc1",0.125788837792315,-0.500440553615116,1,1,1,"Pnrc1","Not Significant"
"Dgkg",0.125868700122929,1.09005984946404,1,0.75,1,"Dgkg","Not Significant"
"Hmgcl",0.126053087987413,0.677117133300922,1,0.75,1,"Hmgcl","Not Significant"
"Fmnl1",0.126142012671736,-0.496218743047435,1,1,1,"Fmnl1","Not Significant"
"Lbh",0.12649398404744,0.659601718334725,1,0.75,1,"Lbh","Not Significant"
"Usp7",0.126712161236862,0.605089298093153,1,0.75,1,"Usp7","Not Significant"
"Anxa2",0.126830894102482,0.868357605501726,1,0.75,1,"Anxa2","Not Significant"
"Washc3",0.127081268770012,0.624172300454038,1,0.75,1,"Washc3","Not Significant"
"Cyb561d2",0.12714395007137,0.537458998938327,1,0.75,1,"Cyb561d2","Not Significant"
"Actr2",0.127373555265123,-0.398052468296403,1,1,1,"Actr2","Not Significant"
"Tnfrsf1b",0.12750431257641,0.705895446855235,1,0.75,1,"Tnfrsf1b","Not Significant"
"Specc1l",0.1277289783897,0.525635549441452,1,0.75,1,"Specc1l","Not Significant"
"Spop",0.127789815070484,0.81818099166343,1,0.75,1,"Spop","Not Significant"
"Plekhg1",0.12805329389641,0.520347086670621,1,0.75,1,"Plekhg1","Not Significant"
"Grk2",0.128061826376578,0.567535217612911,1,0.75,1,"Grk2","Not Significant"
"Mcmbp",0.128158284481973,0.602985700433839,1,0.75,1,"Mcmbp","Not Significant"
"Tada2a",0.128172281255533,0.480753954980931,1,0.75,1,"Tada2a","Not Significant"
"Serpinf1",0.128559217869026,-0.117786953766023,1,0.75,1,"Serpinf1","Not Significant"
"Ncf2",0.128560550107393,0.129734937971593,1,1,1,"Ncf2","Not Significant"
"Sos1",0.128599214223922,0.530518790317016,1,0.75,1,"Sos1","Not Significant"
"Gga1",0.128644389251073,0.524245117144608,1,0.75,1,"Gga1","Not Significant"
"Cox6c",0.128649461384401,-0.308066918491584,1,1,1,"Cox6c","Not Significant"
"Hprt",0.128763828697666,-1.08774448228294,1,1,1,"Hprt","Not Significant"
"Atp5l",0.128803001726471,-0.682848551964879,1,1,1,"Atp5l","Not Significant"
"Rab9",0.128864879659008,0.519684684102396,1,0.75,1,"Rab9","Not Significant"
"Hint1",0.128874940288953,-0.342936632975781,1,1,1,"Hint1","Not Significant"
"Scp2",0.128963836941863,-0.967178808888425,1,1,1,"Scp2","Not Significant"
"Ranbp9",0.128980313400631,0.653053051165298,1,0.75,1,"Ranbp9","Not Significant"
"Coro7",0.129505024661366,0.972667581562532,1,0.75,1,"Coro7","Not Significant"
"Cntrl",0.129524548586627,0.469999088753344,0.75,0.75,1,"Cntrl","Not Significant"
"Hpcal1",0.129566826538428,0.788620830265579,1,0.75,1,"Hpcal1","Not Significant"
"Nenf",0.129576724381628,-0.387971409643347,0.75,0.75,1,"Nenf","Not Significant"
"Rel",0.129631173842698,0.209655650248007,1,1,1,"Rel","Not Significant"
"Tusc1",0.129655825578266,0.420094858856735,0.75,0.75,1,"Tusc1","Not Significant"
"Ndufaf3",0.129742633328008,0.528313410215889,1,0.75,1,"Ndufaf3","Not Significant"
"Ddx39",0.129812475121129,0.44972940054158,0.75,0.75,1,"Ddx39","Not Significant"
"Enpp4",0.129839820709802,0.397607186938757,0.75,0.75,1,"Enpp4","Not Significant"
"Leng1",0.129955538315528,0.533184160926244,1,0.75,1,"Leng1","Not Significant"
"Sumo3",0.129983533103934,-0.866821686883959,1,1,1,"Sumo3","Not Significant"
"Gm47232",0.130103830678171,-2.55551984501936,0.75,1,1,"Gm47232","Not Significant"
"Tmem268",0.130504808918505,0.532110532458206,1,0.75,1,"Tmem268","Not Significant"
"Mrps18c",0.130687098266087,0.801820945683978,1,0.75,1,"Mrps18c","Not Significant"
"Spint1",0.130723124784451,0.419661984765305,0.75,0.75,1,"Spint1","Not Significant"
"Aspscr1",0.130745760246039,0.783040102703452,1,0.75,1,"Aspscr1","Not Significant"
"Phf6",0.130771010171166,0.395310531161815,0.75,0.75,1,"Phf6","Not Significant"
"Adgre1",0.130833763408268,-0.759304807249662,1,1,1,"Adgre1","Not Significant"
"Arhgap9",0.131092872979273,0.586835972102896,1,0.75,1,"Arhgap9","Not Significant"
"Mir142hg",0.131222683810523,0.522836886364205,1,0.75,1,"Mir142hg","Not Significant"
"Traf3ip1",0.131270822971353,0.214828959976604,0.75,0.5,1,"Traf3ip1","Not Significant"
"Chpt1",0.131354260408553,0.43215049600973,0.75,0.75,1,"Chpt1","Not Significant"
"Fn1",0.131432902481127,1.08383657579505,1,0.75,1,"Fn1","Not Significant"
"Dot1l",0.131550017593352,0.731019588526636,1,0.75,1,"Dot1l","Not Significant"
"Cdk5rap3",0.131770625975294,0.54160677580701,1,0.75,1,"Cdk5rap3","Not Significant"
"Snd1",0.131844323452708,0.523913613429227,1,0.75,1,"Snd1","Not Significant"
"Tanc2",0.132119867874568,-0.37878777200049,0.75,0.75,1,"Tanc2","Not Significant"
"Urm1",0.132140753546911,0.535509167479864,1,0.75,1,"Urm1","Not Significant"
"Mcemp1",0.132145638990592,1.04443813194498,1,0.75,1,"Mcemp1","Not Significant"
"Atp1b3",0.132455463937973,0.824461032248545,1,0.75,1,"Atp1b3","Not Significant"
"Tagap",0.132507000692091,0.514220273454532,1,0.75,1,"Tagap","Not Significant"
"Xab2",0.132605603486613,0.52271166610412,1,0.75,1,"Xab2","Not Significant"
"Lrrc8c",0.132674306088499,0.632898304834468,1,0.75,1,"Lrrc8c","Not Significant"
"Snf8",0.132801149243929,-0.80758416489366,1,1,1,"Snf8","Not Significant"
"Crk",0.13288142345735,0.951682384937728,1,0.75,1,"Crk","Not Significant"
"Osbpl3",0.133107362798942,0.358368735961097,0.75,0.75,1,"Osbpl3","Not Significant"
"Ptprj",0.133108383126811,0.80367150840729,1,0.75,1,"Ptprj","Not Significant"
"Ift22",0.13322669780768,0.419855688761583,0.75,0.75,1,"Ift22","Not Significant"
"Mapk1ip1l",0.133284261903698,0.520659001481279,1,0.75,1,"Mapk1ip1l","Not Significant"
"Glul",0.133352384116886,-0.29237954160879,1,0.75,1,"Glul","Not Significant"
"Tstd3",0.133523872211919,0.531410803267312,1,0.75,1,"Tstd3","Not Significant"
"Asns",0.133898487168381,0.450484632409962,1,0.5,1,"Asns","Not Significant"
"Alas1",0.134311212173999,-1.17882295781769,1,1,1,"Alas1","Not Significant"
"Prkaa1",0.134472520929586,0.695969174475015,1,0.75,1,"Prkaa1","Not Significant"
"Retnla",0.134619815818299,-1.21163878660772,0.25,0.75,1,"Retnla","Not Significant"
"Dnmt3aos",0.134674766954853,0.187810101441386,0.75,0,1,"Dnmt3aos","Not Significant"
"Bmp2",0.134999118626422,-0.38156278909234,0.75,0.75,1,"Bmp2","Not Significant"
"Setdb1",0.13527910323719,0.53627788839658,1,0.75,1,"Setdb1","Not Significant"
"Arhgap17",0.135468923721216,0.701825706726775,1,0.75,1,"Arhgap17","Not Significant"
"Map7d1",0.13555619841322,0.523428698855129,1,0.75,1,"Map7d1","Not Significant"
"Rab43",0.135608426189469,0.683712813165218,1,0.75,1,"Rab43","Not Significant"
"Mllt6",0.135645486144209,0.690560894660529,1,0.75,1,"Mllt6","Not Significant"
"Ift74",0.135896447477482,0.23661718180666,0.75,0.75,1,"Ift74","Not Significant"
"Fbxw7",0.136208358537447,0.525509022022113,1,0.75,1,"Fbxw7","Not Significant"
"Mrps10",0.13622812779005,0.521620896071419,1,0.75,1,"Mrps10","Not Significant"
"Slamf9",0.136301346835071,0.802064071562524,1,0.75,1,"Slamf9","Not Significant"
"Gm36161",0.136468902613501,0.364240141687793,0.75,0.75,1,"Gm36161","Not Significant"
"Cant1",0.13654286448267,0.670231470080004,1,0.75,1,"Cant1","Not Significant"
"Parg",0.136576530495148,0.435433261939294,0.75,0.75,1,"Parg","Not Significant"
"Mtmr2",0.136628554137669,0.522389407382199,1,0.75,1,"Mtmr2","Not Significant"
"Znhit3",0.136646320216512,0.376196234030068,0.75,0.75,1,"Znhit3","Not Significant"
"Pcyt1a",0.136888774499453,0.45400041219097,0.75,0.75,1,"Pcyt1a","Not Significant"
"Senp2",0.136928169985901,0.657546555312968,1,0.75,1,"Senp2","Not Significant"
"Mrpl54",0.136946525384572,0.669301260985743,1,0.75,1,"Mrpl54","Not Significant"
"Lzic",0.136961097730501,0.532622367109822,1,0.75,1,"Lzic","Not Significant"
"Trio",0.137053325409935,0.518883828844929,1,0.75,1,"Trio","Not Significant"
"Adap2",0.137087981738996,-0.657996294394396,1,1,1,"Adap2","Not Significant"
"Cnbp",0.137216275912395,-0.553763162228143,1,1,1,"Cnbp","Not Significant"
"Acap2",0.137367412949965,0.681826976913115,1,0.75,1,"Acap2","Not Significant"
"Mrpl35",0.137367606608875,0.523566077237592,1,0.75,1,"Mrpl35","Not Significant"
"Wwp1",0.137394215054054,-0.0867733485724068,1,0.75,1,"Wwp1","Not Significant"
"Golph3l",0.13752336620316,0.533763496947578,1,0.75,1,"Golph3l","Not Significant"
"Gtpbp2",0.137581499565576,0.51950732442946,1,0.75,1,"Gtpbp2","Not Significant"
"Sar1a",0.137594647577749,0.571436190833984,1,0.75,1,"Sar1a","Not Significant"
"Rell1",0.137722575365959,0.515962047895926,1,0.75,1,"Rell1","Not Significant"
"Bhlhe40",0.137915555236914,0.609169580544188,1,0.75,1,"Bhlhe40","Not Significant"
"Rps28",0.138077278265608,-0.710591464831765,1,1,1,"Rps28","Not Significant"
"Bud23",0.138082085259362,0.663088336330139,1,0.75,1,"Bud23","Not Significant"
"Emp3",0.138194952717046,0.72430017568019,1,0.75,1,"Emp3","Not Significant"
"Galns",0.138253961520592,0.516071885887299,1,0.75,1,"Galns","Not Significant"
"Kif3b",0.138258167058411,0.756524280579276,1,0.75,1,"Kif3b","Not Significant"
"Zfp592",0.138353115182412,0.666835037328049,1,0.75,1,"Zfp592","Not Significant"
"Hk1",0.138463365289684,0.415637124987218,0.75,0.75,1,"Hk1","Not Significant"
"Mrpl33",0.138496566506775,-0.547072373770616,1,1,1,"Mrpl33","Not Significant"
"Ly9",0.138732752039724,0.52062505009945,1,0.75,1,"Ly9","Not Significant"
"Slc9a9",0.138838979429918,-0.370557885396942,0.75,0.75,1,"Slc9a9","Not Significant"
"Pdcd1lg2",0.139017637049479,0.239511174424433,0.75,0.5,1,"Pdcd1lg2","Not Significant"
"Nol10",0.139222723701073,0.318258589070846,0.75,0.75,1,"Nol10","Not Significant"
"Lrp10",0.139247984077018,0.461657407812037,0.75,0.75,1,"Lrp10","Not Significant"
"Stk24",0.13950798921746,0.696226741434514,1,0.75,1,"Stk24","Not Significant"
"Akap9",0.139532554093372,0.0197065385767435,1,0.75,1,"Akap9","Not Significant"
"Egr3",0.139536058543025,-0.38401378734771,0.75,0.75,1,"Egr3","Not Significant"
"Stxbp6",0.139669284543441,0.934397698379222,1,0.75,1,"Stxbp6","Not Significant"
"Ilf2",0.139708282270414,-0.137524680678941,1,0.75,1,"Ilf2","Not Significant"
"Hexa",0.139885659275429,-0.156230564517998,1,0.75,1,"Hexa","Not Significant"
"Ifnb1",0.139932944085383,0.186075849130382,0.75,0,1,"Ifnb1","Not Significant"
"Gm14743",0.140015992022831,0.326615082582914,0.75,0.75,1,"Gm14743","Not Significant"
"B3gnt2",0.14009070374707,0.60566602414079,1,0.75,1,"B3gnt2","Not Significant"
"Kptn",0.140188903183412,0.697449978668709,1,0.75,1,"Kptn","Not Significant"
"Cybc1",0.140197079148008,-0.887925386488898,1,1,1,"Cybc1","Not Significant"
"Ppp1r14b",0.140259420264442,-0.00311204860815062,1,0.75,1,"Ppp1r14b","Not Significant"
"Rnf217",0.14033617345379,0.697765790577094,1,0.75,1,"Rnf217","Not Significant"
"Psmg3",0.140350757354704,0.519849351898115,1,0.75,1,"Psmg3","Not Significant"
"Opa1",0.140434017911507,0.642930550121564,1,0.75,1,"Opa1","Not Significant"
"Ndufa7",0.14049393205264,-0.0814898605284335,1,0.75,1,"Ndufa7","Not Significant"
"Tifa",0.14059884701053,0.683550947055569,1,0.75,1,"Tifa","Not Significant"
"Arpc4",0.1406806589703,-0.443675220467541,1,1,1,"Arpc4","Not Significant"
"Zbtb21",0.140708338614047,0.524286638185316,1,0.75,1,"Zbtb21","Not Significant"
"Ppp1r35",0.140893940325915,0.774946436204973,1,0.75,1,"Ppp1r35","Not Significant"
"Snrpe",0.140964114866249,-0.23116502273839,1,0.75,1,"Snrpe","Not Significant"
"Irf2",0.141086040852739,0.750588433931536,1,0.75,1,"Irf2","Not Significant"
"Ahcyl2",0.141122682532657,0.59828321179114,1,0.75,1,"Ahcyl2","Not Significant"
"Tmem222",0.141161543378051,0.520896479826347,1,0.75,1,"Tmem222","Not Significant"
"Pigf",0.141200203024526,0.957592264123989,1,0.75,1,"Pigf","Not Significant"
"Vps37a",0.141240651579983,0.53308535992766,1,0.75,1,"Vps37a","Not Significant"
"Khk",0.141936291060751,0.630032960760392,1,0.75,1,"Khk","Not Significant"
"Pigp",0.141977833810162,-0.367466299499875,0.75,0.75,1,"Pigp","Not Significant"
"Cc2d1a",0.142071565718114,0.302209868346103,0.75,0.75,1,"Cc2d1a","Not Significant"
"Socs6",0.142098982409333,0.818637606119516,1,0.75,1,"Socs6","Not Significant"
"Ncam1",0.142175751406056,-0.0543060676225726,1,0.75,1,"Ncam1","Not Significant"
"Rhoh",0.142331273156986,0.511119404683772,1,0.75,1,"Rhoh","Not Significant"
"Taf7",0.14234489015637,0.634108594857264,1,0.75,1,"Taf7","Not Significant"
"Pim1",0.142491982293662,0.711806216610166,1,0.75,1,"Pim1","Not Significant"
"Syk",0.142763994639017,0.808496789181906,1,0.75,1,"Syk","Not Significant"
"Virma",0.142849626284974,0.515969048830329,1,0.75,1,"Virma","Not Significant"
"Npc2",0.143023138949507,1.08060715548255,1,0.75,1,"Npc2","Not Significant"
"Lmna",0.143158203790721,-0.215930497775343,1,0.75,1,"Lmna","Not Significant"
"Aen",0.143187917820191,0.36774278933751,0.75,0.75,1,"Aen","Not Significant"
"Slamf6",0.143430407757122,0.357027747575022,0.75,0.75,1,"Slamf6","Not Significant"
"Ap5m1",0.143740071987691,0.685470678659584,1,0.75,1,"Ap5m1","Not Significant"
"Jun",0.143756876096839,-0.86264464987281,1,1,1,"Jun","Not Significant"
"Ppfia1",0.144054694168012,0.63296329862659,1,0.75,1,"Ppfia1","Not Significant"
"Ceacam1",0.144120017022203,1.25724491752322,1,0.75,1,"Ceacam1","Not Significant"
"Igf1r",0.144121657461722,-0.34346370071439,0.75,0.75,1,"Igf1r","Not Significant"
"B3gnt8",0.144133767032943,0.430261807425627,0.75,0.75,1,"B3gnt8","Not Significant"
"Axl",0.144173480650981,-0.690042605769536,1,1,1,"Axl","Not Significant"
"Phf11c",0.144490398527208,0.277555861727303,0.75,0.75,1,"Phf11c","Not Significant"
"Eif4a3",0.144678880862286,0.656956548080175,1,0.75,1,"Eif4a3","Not Significant"
"Ccr1",0.144742948540016,0.713571304887643,1,0.75,1,"Ccr1","Not Significant"
"G6pdx",0.144783634772151,1.01480669922293,1,0.75,1,"G6pdx","Not Significant"
"Zc3h12c",0.145002267924689,0.500467080591149,1,0.75,1,"Zc3h12c","Not Significant"
"Tmem51",0.145106522164765,-0.903495467809462,1,1,1,"Tmem51","Not Significant"
"Pak1ip1",0.145108157900091,0.729450171537374,1,0.75,1,"Pak1ip1","Not Significant"
