"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","category"
"Olfr552",0.784006448118297,0.0165812189265384,0.5,0,1,"Olfr552","Not Significant"
"Olfr566",0.784006448118297,0.0165812189265384,0.5,0,1,"Olfr566","Not Significant"
"Gm20163",0.784006448118297,0.0165812189265384,0.5,0,1,"Gm20163","Not Significant"
"Necab2",0.784006448118297,0.0165812189265384,0.5,0,1,"Necab2","Not Significant"
"Gpr83",0.784006448118297,0.0165812189265384,0.5,0,1,"Gpr83","Not Significant"
"Samd3",0.784006448118297,0.0165812189265384,0.5,0,1,"Samd3","Not Significant"
"Hs3st5",0.784006448118297,0.0165812189265384,0.5,0,1,"Hs3st5","Not Significant"
"Olfr411",0.784006448118297,0.0165812189265384,0.5,0,1,"Olfr411","Not Significant"
"Adam11",0.784006448118297,0.0165812189265384,0.5,0,1,"Adam11","Not Significant"
"Gm30108",0.784006448118297,0.0165812189265384,0.5,0,1,"Gm30108","Not Significant"
"Gm6034",0.784006448118297,0.0165812189265384,0.5,0,1,"Gm6034","Not Significant"
"Pcdhb4",0.784006448118297,0.0165812189265384,0.5,0,1,"Pcdhb4","Not Significant"
"Gm28347",0.784006448118297,0.0165812189265384,0.5,0,1,"Gm28347","Not Significant"
"Gm17484",0.784013931149853,0.0282606118051156,0.75,0.25,1,"Gm17484","Not Significant"
"Supt20",0.784166586023838,0.104270975218933,0.75,0.75,1,"Supt20","Not Significant"
"Rogdi",0.784185829913452,0.228731585949036,1,0.75,1,"Rogdi","Not Significant"
"Cryz",0.78424718311497,0.0733099221464899,0.75,0.75,1,"Cryz","Not Significant"
"Mier2",0.784266495701189,0.0814634048519514,0.75,0.75,1,"Mier2","Not Significant"
"Lpcat4",0.784269567118716,-0.0342164957373692,0.75,0.75,1,"Lpcat4","Not Significant"
"Selp",0.784284447038074,-0.0268174948126421,0.5,0.5,1,"Selp","Not Significant"
"Gm30025",0.784334808715334,0.0587276379012354,0.75,0.75,1,"Gm30025","Not Significant"
"March9",0.784356087662652,-0.0185555411848017,0.75,0.75,1,"March9","Not Significant"
"1700123M08Rik",0.784477248000106,-0.0191410825171172,0.75,0.75,1,"1700123M08Rik","Not Significant"
"Nudt21",0.784644203566648,-1.2559461359989,1,1,1,"Nudt21","Not Significant"
"Mcfd2",0.784702293057176,0.112925775116355,0.75,0.75,1,"Mcfd2","Not Significant"
"Noc3l",0.784764446139326,0.0879675262305442,0.75,0.75,1,"Noc3l","Not Significant"
"Gm14764",0.784798852496641,0.0634196849153332,0.75,0.5,1,"Gm14764","Not Significant"
"Vps4b",0.784813878677571,-0.887450119965604,1,1,1,"Vps4b","Not Significant"
"Ttll6",0.784841617247039,-0.0146772878291994,0.5,0.75,1,"Ttll6","Not Significant"
"Wdr36",0.784871870188595,0.273595174960835,1,0.75,1,"Wdr36","Not Significant"
"Cep131",0.784904341990181,-0.0262543684597047,0.75,0.75,1,"Cep131","Not Significant"
"Pdlim4",0.784949315370785,-0.0422022771768743,0.75,0.75,1,"Pdlim4","Not Significant"
"Gm16286",0.784979352444805,0.275199699714629,1,0.75,1,"Gm16286","Not Significant"
"Ripor1",0.784985261967945,0.0872491886557445,0.75,0.75,1,"Ripor1","Not Significant"
"Tnfrsf17",0.784990482810058,-0.0269146839011711,0.75,0.75,1,"Tnfrsf17","Not Significant"
"Tmem216",0.784999827897382,0.0631125984316836,0.75,0.75,1,"Tmem216","Not Significant"
"Rps15",0.785088986338926,-0.22981349305799,1,1,1,"Rps15","Not Significant"
"Lrwd1",0.785280839862785,0.0951670414916634,0.75,0.75,1,"Lrwd1","Not Significant"
"5330417C22Rik",0.78531853121113,-0.00525667743400615,0.25,0.5,1,"5330417C22Rik","Not Significant"
"Gm43598",0.78531853121113,-0.00525667743400615,0.25,0.5,1,"Gm43598","Not Significant"
"Ldb1",0.785341175892506,0.0977504643173508,0.75,0.75,1,"Ldb1","Not Significant"
"Tmem94",0.785351724422902,-0.0319721618519206,0.75,0.75,1,"Tmem94","Not Significant"
"Gm17066",0.785381171318253,0.0797105370212661,0.75,0.75,1,"Gm17066","Not Significant"
"Ryr1",0.785404499721386,0.301922830424153,1,0.75,1,"Ryr1","Not Significant"
"Clock",0.785430718882784,0.103677184399325,0.75,0.75,1,"Clock","Not Significant"
"Pars2",0.785447480554956,0.0376464617012555,0.75,0.25,1,"Pars2","Not Significant"
"Comp",0.785447480554956,0.0376464617012555,0.75,0.25,1,"Comp","Not Significant"
"A630052C17Rik",0.785456579590827,-0.0141504278364222,0.5,0.5,1,"A630052C17Rik","Not Significant"
"Rpl29",0.78560376797128,-0.142935145408039,1,1,1,"Rpl29","Not Significant"
"Acot2",0.785647729805502,-0.0284920582866255,0.75,0.75,1,"Acot2","Not Significant"
"Fbxw10",0.78565568261785,-0.0218984953603267,0.75,0.5,1,"Fbxw10","Not Significant"
"Slit1",0.785680356231496,0.0286918947538632,0.75,0.25,1,"Slit1","Not Significant"
"Gm15965",0.785755367412236,0.0554860559425485,0.75,0.5,1,"Gm15965","Not Significant"
"Bcdin3d",0.785767084367145,-0.032669338462376,0.75,0.75,1,"Bcdin3d","Not Significant"
"Smndc1",0.785823739292257,0.206117377167727,1,0.75,1,"Smndc1","Not Significant"
"Kmt5b",0.785861142198683,0.226843631055534,1,0.75,1,"Kmt5b","Not Significant"
"Slc14a1",0.785869776378265,0.0766620857081921,0.75,0.75,1,"Slc14a1","Not Significant"
"Irf4",0.786042241930494,0.0949740603028291,0.75,0.75,1,"Irf4","Not Significant"
"A730061H03Rik",0.786256390888669,0.0418648097762857,0.75,0.5,1,"A730061H03Rik","Not Significant"
"Mettl8",0.786320697622859,0.0723935356887013,0.75,0.75,1,"Mettl8","Not Significant"
"Rps3a1",0.786343415415402,-0.162944402154532,1,1,1,"Rps3a1","Not Significant"
"Fhit",0.786345461225486,-0.0212193825283915,0.75,0.75,1,"Fhit","Not Significant"
"D6Ertd527e",0.786395959075552,-0.00509661539267703,0.25,0.5,1,"D6Ertd527e","Not Significant"
"Wdr11",0.786396073633747,0.0917848928612592,0.75,0.75,1,"Wdr11","Not Significant"
"AU022793",0.786402101187056,0.0764295419569359,0.75,0.75,1,"AU022793","Not Significant"
"Kif2c",0.786467694579659,0.0349625458542799,0.75,0.25,1,"Kif2c","Not Significant"
"Cenpf",0.786536097977248,-0.0208288480303509,0.75,0.75,1,"Cenpf","Not Significant"
"Gm16861",0.786581694897913,-0.0218219446492669,0.75,0.75,1,"Gm16861","Not Significant"
"Anks6",0.786657481513819,-0.0235439924861938,0.75,0.75,1,"Anks6","Not Significant"
"Mrpl24",0.786707740560812,0.206248357551916,1,0.75,1,"Mrpl24","Not Significant"
"Timmdc1",0.786728532058799,0.0798755744795536,0.75,0.75,1,"Timmdc1","Not Significant"
"Lta4h",0.78685791246174,0.435339459564683,1,0.75,1,"Lta4h","Not Significant"
"Gsdme",0.786966122836721,0.0847487565029199,0.75,0.75,1,"Gsdme","Not Significant"
"Ppp1r12b",0.787363859165432,0.0891124675029102,0.75,0.75,1,"Ppp1r12b","Not Significant"
"Pigh",0.78741339001498,0.0887407866168584,0.75,0.75,1,"Pigh","Not Significant"
"B4galt7",0.787473709376032,0.0827519237425953,0.75,0.75,1,"B4galt7","Not Significant"
"Gpr141b",0.787488873336476,0.0353907733541952,0.75,0.25,1,"Gpr141b","Not Significant"
"Arhgef9",0.787488873336476,0.0353907733541952,0.75,0.25,1,"Arhgef9","Not Significant"
"Fchsd1",0.78762398146686,0.0597503083141238,0.75,0.75,1,"Fchsd1","Not Significant"
"Eid2b",0.787755379141375,0.0761551578326425,0.75,0.75,1,"Eid2b","Not Significant"
"Pex12",0.787904632755007,0.0687901919555922,0.75,0.75,1,"Pex12","Not Significant"
"Gm16751",0.787916157506933,-0.00455714680512709,0.5,0.5,1,"Gm16751","Not Significant"
"Olfr675",0.787916157506933,-0.00455714680512709,0.5,0.5,1,"Olfr675","Not Significant"
"9430037G07Rik",0.787916157506933,-0.00455714680512709,0.5,0.5,1,"9430037G07Rik","Not Significant"
"Syngap1",0.787916157506933,-0.00455714680512709,0.5,0.5,1,"Syngap1","Not Significant"
"Glb1",0.78792694250469,0.0963424767276699,0.75,0.75,1,"Glb1","Not Significant"
"Serpine1",0.788094750343443,0.0991623967596709,0.75,0.75,1,"Serpine1","Not Significant"
"Nipal3",0.788170007895275,0.3214768426488,1,0.75,1,"Nipal3","Not Significant"
"Gorasp1",0.788248952293209,0.074315718967713,0.75,0.75,1,"Gorasp1","Not Significant"
"Per3",0.788322259387044,-0.0315972855173619,0.75,0.75,1,"Per3","Not Significant"
"Nfya",0.78836295489386,-1.58863295694398,0.75,1,1,"Nfya","Not Significant"
"P2ry2",0.788414468115547,0.027618127009337,0.75,0.25,1,"P2ry2","Not Significant"
"Ptma",0.788544410807189,-0.316944533882921,1,1,1,"Ptma","Not Significant"
"Eef1akmt2",0.788588869151517,0.0877594793888776,0.75,0.75,1,"Eef1akmt2","Not Significant"
"Zmat3",0.78860242401517,0.0701913541457482,0.75,0.75,1,"Zmat3","Not Significant"
"Gm11457",0.788766391586474,0.0170173658092403,0.5,0,1,"Gm11457","Not Significant"
"Sox18",0.788766391586474,0.0170173658092403,0.5,0,1,"Sox18","Not Significant"
"Hsd3b2",0.788766391586474,0.0170173658092403,0.5,0,1,"Hsd3b2","Not Significant"
"Gm44037",0.788766391586474,0.0170173658092403,0.5,0,1,"Gm44037","Not Significant"
"Tspan1",0.788766391586474,0.0170173658092403,0.5,0,1,"Tspan1","Not Significant"
"Gm16001",0.788766391586474,0.0170173658092403,0.5,0,1,"Gm16001","Not Significant"
"Mmd2",0.788766391586474,0.0170173658092403,0.5,0,1,"Mmd2","Not Significant"
"Nptx2",0.788766391586474,0.0170173658092403,0.5,0,1,"Nptx2","Not Significant"
"Cngb1",0.788766391586474,0.0170173658092403,0.5,0,1,"Cngb1","Not Significant"
"Gcnt3",0.788766391586474,0.0170173658092403,0.5,0,1,"Gcnt3","Not Significant"
"Tmie",0.788766391586474,0.0170173658092403,0.5,0,1,"Tmie","Not Significant"
"Shc2",0.788766391586474,0.0170173658092403,0.5,0,1,"Shc2","Not Significant"
"Cfap52",0.788766391586474,0.0170173658092403,0.5,0,1,"Cfap52","Not Significant"
"C78197",0.788766391586474,0.0170173658092403,0.5,0,1,"C78197","Not Significant"
"Meox1",0.788766391586474,0.0170173658092403,0.5,0,1,"Meox1","Not Significant"
"Cfap70",0.788766391586474,0.0170173658092403,0.5,0,1,"Cfap70","Not Significant"
"Gm17087",0.788766391586474,0.0170173658092403,0.5,0,1,"Gm17087","Not Significant"
"Gm50103",0.788766391586474,0.0170173658092403,0.5,0,1,"Gm50103","Not Significant"
"Pcdhgb6",0.788766391586474,0.0170173658092403,0.5,0,1,"Pcdhgb6","Not Significant"
"Rbm45",0.788838259683711,0.076543730292125,0.75,0.75,1,"Rbm45","Not Significant"
"Crat",0.78889249292042,0.0898100892886577,0.75,0.75,1,"Crat","Not Significant"
"Gldn",0.789042750130536,-0.0093195370490271,0.5,0.5,1,"Gldn","Not Significant"
"Crls1",0.789053834788765,0.0899645686937509,0.75,0.75,1,"Crls1","Not Significant"
"Racgap1",0.789096910597505,0.0764147688084205,0.75,0.75,1,"Racgap1","Not Significant"
"Gm6225",0.789103112551444,0.0855140316103009,0.75,0.75,1,"Gm6225","Not Significant"
"Clec1a",0.789203076680825,0.0604990904011902,0.75,0.75,1,"Clec1a","Not Significant"
"Tomm34",0.789331400119005,0.0976018022475471,0.75,0.75,1,"Tomm34","Not Significant"
"Mterf1a",0.789346723616985,0.0639807017263265,0.75,0.75,1,"Mterf1a","Not Significant"
"Ankrd9",0.789366190624494,0.0791068283505822,0.75,0.75,1,"Ankrd9","Not Significant"
"Ppwd1",0.789405914905633,0.089134401888403,0.75,0.75,1,"Ppwd1","Not Significant"
"Ift46",0.789430037533742,0.088498739166287,0.75,0.75,1,"Ift46","Not Significant"
"Spats2",0.789467606331742,-0.0276829836650392,0.75,0.75,1,"Spats2","Not Significant"
"Coq10a",0.789499296983766,0.086253601099197,0.75,0.75,1,"Coq10a","Not Significant"
"Zfp703",0.789545392887633,0.315839368484616,1,0.75,1,"Zfp703","Not Significant"
"Hivep2",0.789551193463138,-0.0453518265541168,0.75,0.75,1,"Hivep2","Not Significant"
"Gm12195",0.78956695166295,-0.0186594875050556,0.75,0.75,1,"Gm12195","Not Significant"
"Gm28187",0.789613801208718,0.0651651266168487,0.75,0.5,1,"Gm28187","Not Significant"
"Prxl2c",0.789651942197089,0.262020448578088,1,0.75,1,"Prxl2c","Not Significant"
"Gtpbp3",0.789698528095932,0.0833159767172966,0.75,0.75,1,"Gtpbp3","Not Significant"
"Nudt18",0.789734824230902,0.284611713626485,1,0.75,1,"Nudt18","Not Significant"
"Dbn1",0.789811566886126,-0.0182446887247416,0.75,0.75,1,"Dbn1","Not Significant"
"Cyp4f17",0.789913594843998,-0.0163108533784557,0.5,0.5,1,"Cyp4f17","Not Significant"
"Cdc25b",0.789920736617791,0.0526833001521998,0.75,0.75,1,"Cdc25b","Not Significant"
"Hsd17b11",0.789986055262338,-1.26710381232757,0.75,1,1,"Hsd17b11","Not Significant"
"Soga3",0.790172496639811,0.0360403285304041,0.5,0.25,1,"Soga3","Not Significant"
"Dph7",0.790239899512802,-0.0233724400621951,0.75,0.75,1,"Dph7","Not Significant"
"Olfr667",0.790371849500456,-0.00905757253298001,0.5,0.5,1,"Olfr667","Not Significant"
"Gm12758",0.790439006265686,0.0318954491212828,0.75,0.25,1,"Gm12758","Not Significant"
"Ndrg2",0.790517566581162,-0.0213260702598177,0.75,0.5,1,"Ndrg2","Not Significant"
"Rsf1",0.790548960251359,-1.03310555523295,1,1,1,"Rsf1","Not Significant"
"Thbd",0.790702009523264,0.289852390000689,1,0.75,1,"Thbd","Not Significant"
"3300002I08Rik",0.790717669425363,-0.0137622957999561,0.5,0.75,1,"3300002I08Rik","Not Significant"
"Gsto2",0.790717669425363,-0.0137622957999561,0.5,0.75,1,"Gsto2","Not Significant"
"Bcl2",0.790886099985527,-1.50698775645314,1,1,1,"Bcl2","Not Significant"
"Taf8",0.790949789170742,0.081812041648202,0.75,0.75,1,"Taf8","Not Significant"
"Phactr1",0.790965524776503,-0.0178353580344364,0.75,0.75,1,"Phactr1","Not Significant"
"Chchd1",0.791073254357128,0.363246434843263,1,0.75,1,"Chchd1","Not Significant"
"Tyrobp",0.791104984021087,-0.00176840458308369,1,1,1,"Tyrobp","Not Significant"
"Rbm4",0.791134132595755,0.0890185789360225,0.75,0.75,1,"Rbm4","Not Significant"
"Gm48768",0.791161076122549,0.0613009268011422,0.75,0.25,1,"Gm48768","Not Significant"
"Nudt3",0.791290056705961,0.251527789672103,1,0.75,1,"Nudt3","Not Significant"
"E2f1",0.791322552012427,0.0839372087828896,0.75,0.75,1,"E2f1","Not Significant"
"Aga",0.791403613740354,0.0967363432630108,0.75,0.75,1,"Aga","Not Significant"
"Elf5",0.791423571229774,-0.0102010991078882,0.25,0.5,1,"Elf5","Not Significant"
"Vps35",0.791444782945315,-0.89806211234634,1,1,1,"Vps35","Not Significant"
"Oga",0.791447064018199,0.311303821553169,1,0.75,1,"Oga","Not Significant"
"Chkb",0.791561317063801,0.0873987209565168,0.75,0.75,1,"Chkb","Not Significant"
"Il1f9",0.79159017086709,0.0159314855717483,0.5,0,1,"Il1f9","Not Significant"
"Gm6209",0.79159017086709,0.0159314855717483,0.5,0,1,"Gm6209","Not Significant"
"Slit3",0.79159017086709,0.0159314855717483,0.5,0,1,"Slit3","Not Significant"
"Nxph3",0.79159017086709,0.0159314855717483,0.5,0,1,"Nxph3","Not Significant"
"Gm21762",0.79159017086709,0.0159314855717483,0.5,0,1,"Gm21762","Not Significant"
"Gsdmc4",0.79159017086709,0.0159314855717483,0.5,0,1,"Gsdmc4","Not Significant"
"Col8a1",0.79159017086709,0.0159314855717483,0.5,0,1,"Col8a1","Not Significant"
"Pcdhb7",0.79159017086709,0.0159314855717483,0.5,0,1,"Pcdhb7","Not Significant"
"Cst6",0.79159017086709,0.0159314855717483,0.5,0,1,"Cst6","Not Significant"
"Arxes1",0.79159017086709,0.0159314855717483,0.5,0,1,"Arxes1","Not Significant"
"PR8-NP",0.79159017086709,0.0159314855717483,0.5,0,1,"PR8-NP","Not Significant"
"Prrx1",0.791606348803389,0.0530058274855374,0.75,0.75,1,"Prrx1","Not Significant"
"Trappc3",0.791622347349247,0.321717392758249,1,0.75,1,"Trappc3","Not Significant"
"Brd2",0.791680605317473,0.430473850298748,1,0.75,1,"Brd2","Not Significant"
"Eno1b",0.791714546623144,0.0637241512724385,0.75,0.75,1,"Eno1b","Not Significant"
"Srp9",0.791758049269008,0.450134504070132,1,0.75,1,"Srp9","Not Significant"
"Galk1",0.791845364094611,0.0914758093260406,0.75,0.75,1,"Galk1","Not Significant"
"Nsmce1",0.791845915986515,0.247447185804729,1,0.75,1,"Nsmce1","Not Significant"
"Sertad1",0.791910464708142,0.362822122375851,1,0.75,1,"Sertad1","Not Significant"
"Dgke",0.791925050080768,0.0664432797411472,0.75,0.75,1,"Dgke","Not Significant"
"Homez",0.791928744536479,0.0583389372322587,0.75,0.75,1,"Homez","Not Significant"
"Phf1",0.791960420205422,-0.037621988126262,0.75,0.75,1,"Phf1","Not Significant"
"Cptp",0.7920314689517,-0.0281596314725898,0.75,0.75,1,"Cptp","Not Significant"
"Usp49",0.792106517890702,-0.0230744090650223,0.75,0.5,1,"Usp49","Not Significant"
"Arsg",0.792128122656145,0.0681933182283134,0.75,0.5,1,"Arsg","Not Significant"
"Zbtb8a",0.792237519408594,-0.0248498064395921,0.75,0.75,1,"Zbtb8a","Not Significant"
"1700086O06Rik",0.792257335560573,-0.0176063859104187,0.75,0.75,1,"1700086O06Rik","Not Significant"
"Mink1",0.79226040561547,-2.04271314328274,1,1,1,"Mink1","Not Significant"
"Banf1",0.79228810022241,0.419052177272005,1,0.75,1,"Banf1","Not Significant"
"Lyrm2",0.792290653384542,0.0928657191578981,0.75,0.75,1,"Lyrm2","Not Significant"
"Prr15",0.792342667090554,-0.0193717878886326,0.75,0.75,1,"Prr15","Not Significant"
"6430531B16Rik",0.79234605628837,0.0310332540749911,0.5,0.25,1,"6430531B16Rik","Not Significant"
"Sntb1",0.792379594339523,-0.0252356653476773,0.5,0.5,1,"Sntb1","Not Significant"
"F830208F22Rik",0.79251451501489,0.0526294966871843,0.75,0.75,1,"F830208F22Rik","Not Significant"
"Fancm",0.792515431534821,-0.0215956219013831,0.75,0.75,1,"Fancm","Not Significant"
"Cd22",0.792625719196552,-0.0328458736047024,0.75,0.75,1,"Cd22","Not Significant"
"Thrsp",0.792668767826504,-0.0164688336665133,0.75,0.75,1,"Thrsp","Not Significant"
"Chn2",0.792722937464046,-2.15946681196777,0.75,1,1,"Chn2","Not Significant"
"Pax7",0.792814638195067,-0.00719963812087165,0.5,0.5,1,"Pax7","Not Significant"
"Rapgef3",0.792814638195067,-0.00719963812087165,0.5,0.5,1,"Rapgef3","Not Significant"
"Gm34939",0.792814638195067,-0.00719963812087165,0.5,0.5,1,"Gm34939","Not Significant"
"Chchd6",0.792835588030772,0.072692165651417,0.75,0.75,1,"Chchd6","Not Significant"
"Mm2pr",0.792897396970087,0.0269753559641301,0.75,0.25,1,"Mm2pr","Not Significant"
"Fgfbp3",0.792933759203758,0.0520112510997195,0.75,0.5,1,"Fgfbp3","Not Significant"
"Gm13205",0.792973711473306,0.0605503055780758,0.75,0.5,1,"Gm13205","Not Significant"
"Rhoc",0.792980449106207,0.102741016139002,0.75,0.75,1,"Rhoc","Not Significant"
"Cyp20a1",0.793067992195689,0.0937772292302663,0.75,0.75,1,"Cyp20a1","Not Significant"
"Wwc2",0.793072331138454,-0.0394435660433379,0.75,0.75,1,"Wwc2","Not Significant"
"Jade2",0.793140131822457,-0.0373407010711746,0.75,0.75,1,"Jade2","Not Significant"
"Ssh1",0.793158842072911,-0.0485134128218867,0.75,0.75,1,"Ssh1","Not Significant"
"Smpdl3a",0.793405531204685,0.331725895195073,1,0.75,1,"Smpdl3a","Not Significant"
"Gm17251",0.793406945270859,-0.0293845828579435,0.75,0.75,1,"Gm17251","Not Significant"
"Ano10",0.793468884506962,0.0826171803088644,0.75,0.75,1,"Ano10","Not Significant"
"Cntn4",0.793482573855554,0.0506772756106924,0.75,0.5,1,"Cntn4","Not Significant"
"Nek1",0.793488666901664,0.326401671643991,1,0.75,1,"Nek1","Not Significant"
"Ric8a",0.793584516341393,0.249602691634984,1,0.75,1,"Ric8a","Not Significant"
"Rac3",0.793653177442676,0.238043505507647,1,0.75,1,"Rac3","Not Significant"
"Gcsam",0.793705494560878,-0.00700620373679772,0.25,0.5,1,"Gcsam","Not Significant"
"Mrpl49",0.793762719920122,0.0942086963439557,0.75,0.75,1,"Mrpl49","Not Significant"
"Atpaf2",0.793780800693372,0.0791544068620591,0.75,0.75,1,"Atpaf2","Not Significant"
"Ascc1",0.793820349039019,0.0874915832560508,0.75,0.75,1,"Ascc1","Not Significant"
"Thra",0.793859775272957,0.09505370936372,0.75,0.75,1,"Thra","Not Significant"
"Rad18",0.793961476057798,0.0711501158855927,0.75,0.75,1,"Rad18","Not Significant"
"Tgif2",0.794010290401508,0.0646293162537803,0.75,0.75,1,"Tgif2","Not Significant"
"Atxn3",0.794100657249535,0.0977282520586638,0.75,0.75,1,"Atxn3","Not Significant"
"Pax3",0.794107407521353,-0.00678032528367356,0.25,0.25,1,"Pax3","Not Significant"
"Adgrg2",0.794107407521353,-0.00678032528367356,0.25,0.25,1,"Adgrg2","Not Significant"
"B4gat1",0.794183419309869,-0.0347922954180784,0.75,0.75,1,"B4gat1","Not Significant"
"Olfr1025-ps1",0.794208936677993,-0.00650666117193976,0.5,0.5,1,"Olfr1025-ps1","Not Significant"
"Clptm1",0.794324053375142,-1.41292493313121,1,1,1,"Clptm1","Not Significant"
"Cenpe",0.79436809971435,-0.022662589948387,0.75,0.75,1,"Cenpe","Not Significant"
"Ak9",0.794473476497139,-0.00623269747491406,0.5,0.25,1,"Ak9","Not Significant"
"Wdtc1",0.794558261369167,0.0825469146408806,0.75,0.75,1,"Wdtc1","Not Significant"
"Tbcc",0.794566726734787,0.0880639082184795,0.75,0.75,1,"Tbcc","Not Significant"
"Slc35a2",0.794644462148957,0.0885396522248549,0.75,0.75,1,"Slc35a2","Not Significant"
"Zc3h8",0.794646772078472,0.0787263947832126,0.75,0.75,1,"Zc3h8","Not Significant"
"Kifc5b",0.794678515546822,-0.015133442210683,0.5,0.75,1,"Kifc5b","Not Significant"
"Ttc23",0.794685710644413,0.0274070232442432,0.75,0.25,1,"Ttc23","Not Significant"
"Daglb",0.794720498878144,0.107176666444141,0.75,0.75,1,"Daglb","Not Significant"
"Trmt12",0.794724763522444,0.0718024292589832,0.75,0.75,1,"Trmt12","Not Significant"
"Rad51b",0.794855246313156,0.0633903317497042,0.75,0.75,1,"Rad51b","Not Significant"
"Akirin1",0.794892682021151,-0.870819417753356,1,1,1,"Akirin1","Not Significant"
"Trip13",0.794949623675003,0.0596415215543533,0.75,0.75,1,"Trip13","Not Significant"
"Sox2",0.794959577840718,0.0261087979540224,0.5,0.25,1,"Sox2","Not Significant"
"Tmem79",0.794977209463959,0.0445884881208365,0.75,0.25,1,"Tmem79","Not Significant"
"Arhgap21",0.795005541779065,0.0938788702196423,0.75,0.75,1,"Arhgap21","Not Significant"
"Hecw1",0.795016232112963,-0.010673973683446,0.5,0.25,1,"Hecw1","Not Significant"
"Pald1",0.79502629739679,0.0886577990781412,0.75,0.75,1,"Pald1","Not Significant"
"Rhot2",0.795043151531532,0.079300893421322,0.75,0.75,1,"Rhot2","Not Significant"
"Taf11",0.795414125723157,0.247202485529878,1,0.75,1,"Taf11","Not Significant"
"Melk",0.795499478516243,-0.0111300097699931,0.75,0.75,1,"Melk","Not Significant"
"Ntn3",0.795567149496776,-0.0104495161236422,0.5,0.5,1,"Ntn3","Not Significant"
"Elp1",0.795621770328606,0.0854560884419371,0.75,0.75,1,"Elp1","Not Significant"
"Il1r1",0.795686325306345,-0.0194658847381961,0.5,0.5,1,"Il1r1","Not Significant"
"Nfyb",0.795756224284542,0.2618361123546,1,0.75,1,"Nfyb","Not Significant"
"9130024F11Rik",0.795759795804188,-0.0059694976746294,0.5,0.5,1,"9130024F11Rik","Not Significant"
"Ccdc141",0.795759795804188,-0.0059694976746294,0.5,0.5,1,"Ccdc141","Not Significant"
"1810041H14Rik",0.795759795804188,-0.0059694976746294,0.5,0.5,1,"1810041H14Rik","Not Significant"
"Pfkfb1",0.795759795804188,-0.0059694976746294,0.5,0.5,1,"Pfkfb1","Not Significant"
"Tet1",0.795880239278327,0.0500496387404601,0.75,0.5,1,"Tet1","Not Significant"
"Fdps",0.795898020664832,0.214608558357083,1,0.75,1,"Fdps","Not Significant"
"9330020H09Rik",0.795941021192281,0.0738223280932808,0.75,0.75,1,"9330020H09Rik","Not Significant"
"1810024B03Rik",0.795984880611866,-0.0258373300812453,0.75,0.75,1,"1810024B03Rik","Not Significant"
"Ggnbp1",0.795996732648002,-0.0166796513922809,0.75,0.75,1,"Ggnbp1","Not Significant"
"Ndufc2",0.796012879612342,0.310616592732616,1,0.75,1,"Ndufc2","Not Significant"
"Cactin",0.796032904847773,0.0900999151534354,0.75,0.75,1,"Cactin","Not Significant"
"Rabggta",0.796045333444724,0.0853626336514004,0.75,0.75,1,"Rabggta","Not Significant"
"Hist1h2be",0.796056654603687,0.0590893409906497,0.75,0.75,1,"Hist1h2be","Not Significant"
"Ube3a",0.796068099733497,0.216764382592787,1,0.75,1,"Ube3a","Not Significant"
"Reps2",0.796084571574831,0.0893224760542075,0.75,0.75,1,"Reps2","Not Significant"
"Fbxo10",0.796106725927383,-0.0188139988353471,0.75,0.75,1,"Fbxo10","Not Significant"
"Pdcd6",0.796137128324699,0.339830177851812,1,0.75,1,"Pdcd6","Not Significant"
"Nr4a1",0.796171533071527,0.290027017181701,1,0.75,1,"Nr4a1","Not Significant"
"Vma21",0.796195130419008,0.332311404061578,1,0.75,1,"Vma21","Not Significant"
"Mfhas1",0.796208326119809,0.296754050033609,1,0.75,1,"Mfhas1","Not Significant"
"Gm10644",0.796210689445542,-0.00569506469962677,0.25,0.5,1,"Gm10644","Not Significant"
"Ccdc170",0.796335812825428,-0.0120756139577682,0.5,0.75,1,"Ccdc170","Not Significant"
"Tram1",0.796466593031333,0.475070404262583,1,0.75,1,"Tram1","Not Significant"
"Mmgt2",0.796471487454867,0.094524285425527,0.75,0.75,1,"Mmgt2","Not Significant"
"Srpk1",0.79657869411163,0.0996408427796992,0.75,0.75,1,"Srpk1","Not Significant"
"Dpagt1",0.796634614697897,-0.0348189408605257,0.75,0.75,1,"Dpagt1","Not Significant"
"Gm29125",0.79663968344157,0.0163678288924571,0.75,0,1,"Gm29125","Not Significant"
"Gm13383",0.79663968344157,0.0163678288924571,0.75,0,1,"Gm13383","Not Significant"
"Gm42699",0.79663968344157,0.0163678288924571,0.75,0,1,"Gm42699","Not Significant"
"Calb1",0.79663968344157,0.0163678288924571,0.75,0,1,"Calb1","Not Significant"
"Gm12703",0.79663968344157,0.0163678288924571,0.75,0,1,"Gm12703","Not Significant"
"Prdm5",0.79663968344157,0.0163678288924571,0.75,0,1,"Prdm5","Not Significant"
"1700003E16Rik",0.79663968344157,0.0163678288924571,0.75,0,1,"1700003E16Rik","Not Significant"
"Atp2b2",0.79663968344157,0.0163678288924571,0.75,0,1,"Atp2b2","Not Significant"
"B4galnt3",0.79663968344157,0.0163678288924571,0.75,0,1,"B4galnt3","Not Significant"
"Klra7",0.79663968344157,0.0163678288924571,0.75,0,1,"Klra7","Not Significant"
